fname,itp,its,channels,network,magnitude
IM.NV03._2009-03-29T22_34_41.674_2009-03-29T22_38_53.667.npz,2400,6480,SHZ,IM,2.6
IM.NV03._2009-03-30T03_04_12.020_2009-03-30T03_08_05.025.npz,2400,5402,SHZ,IM,2.2
IM.NV03._2009-03-30T05_29_10.048_2009-03-30T05_33_50.591.npz,2400,7622,SHZ,IM,3.0
IM.NV03._2009-03-30T07_07_30.148_2009-03-30T07_12_21.477.npz,577,6231,SHZ,IM,3.2
IM.NV03._2009-03-30T15_22_51.400_2009-03-30T15_28_26.699.npz,703,8115,SHZ,IM,2.6
IM.NV03._2009-03-30T15_33_34.312_2009-03-30T15_37_30.923.npz,2400,5864,SHZ,IM,2.9
IM.NV03._2009-03-30T16_15_23.635_2009-03-30T16_21_08.505.npz,78,7873,SHZ,IM,3.1
IM.NV03._2009-03-30T21_28_22.847_2009-03-30T21_32_25.429.npz,2400,6104,SHZ,IM,2.9
IM.NV03._2009-03-30T21_35_16.554_2009-03-30T21_39_33.964.npz,2400,6696,SHZ,IM,1.7
IM.NV03._2009-03-31T02_36_42.800_2009-03-31T02_40_55.929.npz,2400,6526,SHZ,IM,3.0
IM.NV03._2009-03-31T06_38_39.580_2009-03-31T06_44_04.913.npz,254,7267,SHZ,IM,2.9
IM.NV03._2009-03-31T06_57_58.707_2009-03-31T07_01_55.006.npz,3600,6076,SHZ,IM,3.0
IM.NV03._2009-03-31T17_21_50.176_2009-03-31T17_25_33.151.npz,539,4917,SHZ,IM,2.9
IM.NV03._2009-04-01T03_02_36.222_2009-04-01T03_06_25.707.npz,2400,5580,SHZ,IM,2.9
IM.NV03._2009-04-01T13_03_57.169_2009-04-01T13_09_36.553.npz,224,7800,SHZ,IM,2.7
IM.NV03._2009-04-01T21_14_20.084_2009-04-01T21_18_43.939.npz,852,5406,SHZ,IM,2.7
IM.NV03._2009-04-02T00_45_15.756_2009-04-02T00_49_27.707.npz,2400,6478,SHZ,IM,2.1
IM.NV03._2009-04-02T03_00_05.657_2009-04-02T03_05_19.251.npz,695,7239,SHZ,IM,3.8
IM.NV03._2009-04-02T03_02_21.018_2009-04-02T03_06_38.674.npz,2400,6706,SHZ,IM,1.1
IM.NV03._2009-04-02T03_52_05.284_2009-04-02T03_55_40.614.npz,606,4525,SHZ,IM,2.4
IM.NV03._2009-04-02T03_59_47.009_2009-04-02T04_03_53.468.npz,2400,6258,SHZ,IM,2.5
IM.NV03._2009-04-02T04_54_59.580_2009-04-02T05_00_46.767.npz,890,8777,SHZ,IM,3.2
IM.NV03._2009-04-02T06_33_14.507_2009-04-02T06_38_39.447.npz,2400,7419,SHZ,IM,2.0
IM.NV03._2009-04-02T07_45_21.496_2009-04-02T07_49_40.266.npz,2400,6751,SHZ,IM,2.1
IM.NV03._2009-04-02T08_13_04.231_2009-04-02T08_16_18.450.npz,3600,6253,SHZ,IM,3.4
IM.NV03._2009-04-02T11_02_51.365_2009-04-02T11_08_18.703.npz,412,7506,SHZ,IM,3.2
IM.NV03._2009-04-02T12_49_44.410_2009-04-02T12_53_37.225.npz,2400,5713,SHZ,IM,2.1
IM.NV03._2009-04-02T15_10_33.792_2009-04-02T15_14_52.115.npz,2400,6733,SHZ,IM,2.3
IM.NV03._2009-04-02T18_29_33.003_2009-04-02T18_33_09.368.npz,444,4425,SHZ,IM,2.1
IM.NV03._2009-04-02T22_28_25.032_2009-04-02T22_32_18.183.npz,2400,5726,SHZ,IM,2.7
IM.NV03._2009-04-03T01_43_29.692_2009-04-03T01_49_10.907.npz,384,8033,SHZ,IM,2.3
IM.NV03._2009-04-03T05_05_48.166_2009-04-03T05_11_55.280.npz,189,8874,SHZ,IM,2.0
IM.NV03._2009-04-03T06_32_53.517_2009-04-03T06_37_26.138.npz,2400,7305,SHZ,IM,2.7
IM.NV03._2009-04-03T12_29_58.893_2009-04-03T12_34_17.094.npz,2400,6728,SHZ,IM,2.3
IM.NV03._2009-04-03T12_43_10.325_2009-04-03T12_47_32.806.npz,2400,6900,SHZ,IM,1.3
IM.NV03._2009-04-03T12_59_29.758_2009-04-03T13_05_16.097.npz,2400,5609,SHZ,IM,3.2
IM.NV03._2009-04-03T14_14_37.738_2009-04-03T14_20_22.986.npz,194,8004,SHZ,IM,3.0
IM.NV03._2009-04-03T15_43_33.061_2009-04-03T15_47_56.721.npz,2400,6946,SHZ,IM,2.9
IM.NV03._2009-04-03T18_02_41.111_2009-04-03T18_06_43.265.npz,2400,6086,SHZ,IM,3.8
IM.NV03._2009-04-04T05_53_57.721_2009-04-04T05_58_48.644.npz,93,5730,SHZ,IM,2.2
IM.NV03._2009-04-04T07_58_23.641_2009-04-04T08_02_56.181.npz,616,5518,SHZ,IM,2.7
IM.NV03._2009-04-04T08_10_33.815_2009-04-04T08_14_10.465.npz,996,4995,SHZ,IM,2.9
IM.NV03._2009-04-04T10_56_58.593_2009-04-04T11_01_31.070.npz,723,5622,SHZ,IM,2.7
IM.NV03._2009-04-04T16_07_30.391_2009-04-04T16_12_02.945.npz,2400,7302,SHZ,IM,2.4
IM.NV03._2009-04-04T22_55_13.956_2009-04-04T22_59_19.551.npz,2400,6224,SHZ,IM,2.7
IM.NV03._2009-04-05T05_42_21.434_2009-04-05T05_46_21.976.npz,2400,6022,SHZ,IM,2.9
IM.NV03._2009-04-05T11_28_28.801_2009-04-05T11_34_10.969.npz,761,8447,SHZ,IM,2.2
IM.NV03._2009-04-05T13_28_08.842_2009-04-05T13_33_34.114.npz,201,7212,SHZ,IM,2.3
IM.NV03._2009-04-05T15_45_42.686_2009-04-05T15_51_11.546.npz,432,7586,SHZ,IM,2.7
IM.NV03._2009-04-05T16_04_56.343_2009-04-05T16_10_40.035.npz,990,8738,SHZ,IM,3.5
IM.NV03._2009-04-05T19_39_29.288_2009-04-05T19_43_41.752.npz,2400,6499,SHZ,IM,3.4
IM.NV03._2009-04-05T19_39_48.008_2009-04-05T19_45_03.954.npz,17,6655,SHZ,IM,2.8
IM.NV03._2009-04-05T23_12_50.760_2009-04-05T23_17_05.841.npz,2400,6603,SHZ,IM,3.2
IM.NV03._2009-04-05T23_25_43.573_2009-04-05T23_30_02.802.npz,2400,6770,SHZ,IM,3.4
IM.NV03._2009-04-06T04_53_47.571_2009-04-06T04_59_33.944.npz,202,8057,SHZ,IM,3.0
IM.NV03._2009-04-06T06_40_28.561_2009-04-06T06_46_10.375.npz,180,7853,SHZ,IM,2.9
IM.NV03._2009-04-06T07_37_15.212_2009-04-06T07_42_58.847.npz,836,8581,SHZ,IM,3.0
IM.NV03._2009-04-06T07_42_06.669_2009-04-06T07_47_50.515.npz,277,8031,SHZ,IM,3.3
IM.NV03._2009-04-06T08_21_06.877_2009-04-06T08_26_50.831.npz,943,8701,SHZ,IM,2.9
IM.NV03._2009-04-06T08_47_13.085_2009-04-06T08_52_56.865.npz,320,8071,SHZ,IM,3.5
IM.NV03._2009-04-06T08_49_38.449_2009-04-06T08_55_22.749.npz,869,8641,SHZ,IM,3.0
IM.NV03._2009-04-06T08_52_14.905_2009-04-06T08_57_58.779.npz,517,8272,SHZ,IM,2.8
IM.NV03._2009-04-06T08_54_05.817_2009-04-06T08_59_49.495.npz,550,8297,SHZ,IM,2.8
IM.NV03._2009-04-06T10_00_49.953_2009-04-06T10_06_33.794.npz,13,7766,SHZ,IM,3.1
IM.NV03._2009-04-06T10_43_34.976_2009-04-06T10_48_22.253.npz,816,6307,SHZ,IM,2.5
IM.NV03._2009-04-06T11_45_07.187_2009-04-06T11_49_07.133.npz,2400,5998,SHZ,IM,2.8
IM.NV03._2009-04-06T13_49_15.285_2009-04-06T13_53_34.986.npz,2400,6788,SHZ,IM,3.1
IM.NV03._2009-04-07T01_31_35.702_2009-04-07T01_37_00.510.npz,455,7447,SHZ,IM,2.4
IM.NV03._2009-04-07T04_09_32.438_2009-04-07T04_14_57.100.npz,909,7896,SHZ,IM,3.0
IM.NV03._2009-04-07T04_12_26.039_2009-04-07T04_17_50.434.npz,847,7823,SHZ,IM,3.1
IM.NV03._2009-04-07T04_31_00.557_2009-04-07T04_36_25.100.npz,851,7833,SHZ,IM,2.6
IM.NV03._2009-04-07T04_31_53.346_2009-04-07T04_36_26.001.npz,2400,7307,SHZ,IM,2.3
IM.NV03._2009-04-07T04_46_26.269_2009-04-07T04_51_50.807.npz,411,7393,SHZ,IM,2.7
IM.NV03._2009-04-07T06_34_48.325_2009-04-07T06_39_09.807.npz,2400,6860,SHZ,IM,2.1
IM.NV03._2009-04-07T10_08_36.275_2009-04-07T10_14_22.055.npz,741,8573,SHZ,IM,2.6
IM.NV03._2009-04-07T10_09_30.410_2009-04-07T10_13_45.308.npz,2400,6596,SHZ,IM,2.7
IM.NV03._2009-04-07T10_11_25.327_2009-04-07T10_15_42.442.npz,2400,6684,SHZ,IM,2.5
IM.NV03._2009-04-07T10_24_44.993_2009-04-07T10_29_17.632.npz,875,5781,SHZ,IM,2.4
IM.NV03._2009-04-07T11_05_51.541_2009-04-07T11_10_24.264.npz,2400,7309,SHZ,IM,2.5
IM.NV03._2009-04-07T11_43_28.739_2009-04-07T11_48_01.462.npz,799,5708,SHZ,IM,2.5
IM.NV03._2009-04-07T14_46_52.659_2009-04-07T14_50_47.791.npz,2400,5805,SHZ,IM,2.8
IM.NV03._2009-04-07T22_17_31.223_2009-04-07T22_21_23.718.npz,2400,5700,SHZ,IM,2.9
IM.NV03._2009-04-07T23_20_51.684_2009-04-07T23_25_24.382.npz,625,5533,SHZ,IM,2.4
IM.NV03._2009-04-07T23_25_01.105_2009-04-07T23_29_23.385.npz,2400,6891,SHZ,IM,1.3
IM.NV03._2009-04-07T23_28_44.214_2009-04-07T23_33_16.773.npz,2400,7302,SHZ,IM,2.7
IM.NV03._2009-04-07T23_48_42.294_2009-04-07T23_53_04.522.npz,2400,6889,SHZ,IM,1.5
IM.NV03._2009-04-08T00_02_12.674_2009-04-08T00_06_58.925.npz,450,5901,SHZ,IM,3.4
IM.NV03._2009-04-08T00_02_47.062_2009-04-08T00_07_33.432.npz,413,5868,SHZ,IM,3.0
IM.NV03._2009-04-08T04_05_31.527_2009-04-08T04_10_04.144.npz,538,5442,SHZ,IM,2.6
IM.NV03._2009-04-08T05_07_30.829_2009-04-08T05_11_23.057.npz,2400,5689,SHZ,IM,2.5
IM.NV03._2009-04-08T06_15_51.388_2009-04-08T06_19_34.251.npz,947,5319,SHZ,IM,2.1
IM.NV03._2009-04-08T11_03_05.326_2009-04-08T11_07_23.281.npz,2400,6718,SHZ,IM,1.6
IM.NV03._2009-04-08T22_04_24.509_2009-04-08T22_08_29.504.npz,2400,6200,SHZ,IM,3.8
IM.NV03._2009-04-08T23_33_57.404_2009-04-08T23_36_58.685.npz,3600,5476,SHZ,IM,3.3
IM.NV03._2009-04-09T00_57_27.389_2009-04-09T01_02_54.330.npz,3600,3861,SHZ,IM,3.2
IM.NV03._2009-04-09T03_34_45.371_2009-04-09T03_40_11.201.npz,517,7551,SHZ,IM,2.7
IM.NV03._2009-04-09T06_41_38.368_2009-04-09T06_47_07.490.npz,609,7774,SHZ,IM,3.2
IM.NV03._2009-04-09T08_30_21.843_2009-04-09T08_33_58.210.npz,879,4861,SHZ,IM,2.3
IM.NV03._2009-04-09T08_45_48.668_2009-04-09T08_50_43.277.npz,677,6462,SHZ,IM,4.2
IM.NV03._2009-04-09T11_40_58.675_2009-04-09T11_45_52.859.npz,840,6608,SHZ,IM,4.1
IM.NV03._2009-04-09T17_15_19.621_2009-04-09T17_20_13.580.npz,66,5825,SHZ,IM,4.2
IM.NV03._2009-04-09T20_23_29.131_2009-04-09T20_27_32.789.npz,2400,6146,SHZ,IM,3.0
IM.NV03._2009-04-09T21_18_11.467_2009-04-09T21_23_00.136.npz,146,5693,SHZ,IM,2.6
IM.NV03._2009-04-09T21_34_06.327_2009-04-09T21_38_59.661.npz,628,6361,SHZ,IM,3.8
IM.NV03._2009-04-09T21_45_50.745_2009-04-09T21_49_54.313.npz,2400,6143,SHZ,IM,3.4
IM.NV03._2009-04-09T22_41_19.974_2009-04-09T22_46_11.487.npz,866,6527,SHZ,IM,2.6
IM.NV03._2009-04-10T00_43_31.046_2009-04-10T00_48_24.915.npz,773,6528,SHZ,IM,4.1
IM.NV03._2009-04-10T03_29_43.488_2009-04-10T03_35_06.653.npz,502,7429,SHZ,IM,2.4
IM.NV03._2009-04-10T06_38_43.412_2009-04-10T06_43_39.474.npz,567,6409,SHZ,IM,3.9
IM.NV03._2009-04-10T09_18_47.713_2009-04-10T09_24_32.785.npz,405,8208,SHZ,IM,2.7
IM.NV03._2009-04-10T10_34_09.453_2009-04-10T10_38_30.510.npz,2400,6842,SHZ,IM,3.6
IM.NV03._2009-04-10T15_01_08.529_2009-04-10T15_06_36.446.npz,848,7964,SHZ,IM,3.0
IM.NV03._2009-04-10T15_23_52.647_2009-04-10T15_28_09.875.npz,2400,6690,SHZ,IM,2.2
IM.NV03._2009-04-10T17_16_58.289_2009-04-10T17_22_54.339.npz,626,8868,SHZ,IM,4.0
IM.NV03._2009-04-10T19_52_57.440_2009-04-10T19_57_13.659.npz,2400,6649,SHZ,IM,2.5
IM.NV03._2009-04-10T20_46_07.106_2009-04-10T20_50_57.132.npz,183,5784,SHZ,IM,3.6
IM.NV03._2009-04-10T21_47_28.543_2009-04-10T21_52_53.020.npz,358,7337,SHZ,IM,2.6
IM.NV03._2009-04-10T22_19_22.914_2009-04-10T22_23_43.300.npz,2400,6816,SHZ,IM,2.2
IM.NV03._2009-04-11T01_05_53.539_2009-04-11T01_10_49.551.npz,210,6051,SHZ,IM,4.0
IM.NV03._2009-04-11T06_16_50.365_2009-04-11T06_20_58.208.npz,2400,6314,SHZ,IM,2.9
IM.NV03._2009-04-11T07_20_04.608_2009-04-11T07_24_58.829.npz,267,6036,SHZ,IM,4.2
IM.NV03._2009-04-11T10_34_58.921_2009-04-11T10_39_05.442.npz,2400,6261,SHZ,IM,2.7
IM.NV03._2009-04-11T10_55_35.036_2009-04-11T10_59_52.591.npz,2400,6702,SHZ,IM,2.2
IM.NV03._2009-04-11T11_40_39.388_2009-04-11T11_46_29.899.npz,42,8062,SHZ,IM,2.9
IM.NV03._2009-04-11T13_44_21.145_2009-04-11T13_48_38.636.npz,2400,6700,SHZ,IM,2.2
IM.NV03._2009-04-11T15_13_21.911_2009-04-11T15_17_14.947.npz,2400,5721,SHZ,IM,2.7
IM.NV03._2009-04-11T16_14_17.457_2009-04-11T16_18_33.233.npz,2400,6631,SHZ,IM,2.5
IM.NV03._2009-04-11T16_32_56.178_2009-04-11T16_37_50.769.npz,516,6299,SHZ,IM,3.6
IM.NV03._2009-04-11T18_26_09.610_2009-04-11T18_31_58.331.npz,528,8477,SHZ,IM,2.8
IM.NV03._2009-04-11T18_39_49.201_2009-04-11T18_44_41.992.npz,947,6658,SHZ,IM,3.8
IM.NV03._2009-04-12T02_33_57.435_2009-04-12T02_37_50.452.npz,2400,5721,SHZ,IM,2.7
IM.NV03._2009-04-12T03_20_01.172_2009-04-12T03_24_17.171.npz,2400,6640,SHZ,IM,4.0
IM.NV03._2009-04-12T05_52_59.891_2009-04-12T05_57_53.232.npz,282,6016,SHZ,IM,3.6
IM.NV03._2009-04-12T06_49_57.802_2009-04-12T06_53_37.354.npz,750,4923,SHZ,IM,2.0
IM.NV03._2009-04-12T08_10_47.170_2009-04-12T08_15_08.369.npz,2400,6848,SHZ,IM,2.4
IM.NV03._2009-04-12T08_21_29.812_2009-04-12T08_27_19.978.npz,986,8993,SHZ,IM,3.0
IM.NV03._2009-04-12T08_52_36.215_2009-04-12T08_56_51.701.npz,2400,6620,SHZ,IM,2.3
IM.NV03._2009-04-12T09_42_05.650_2009-04-12T09_46_22.021.npz,2400,6655,SHZ,IM,3.4
IM.NV03._2009-04-12T09_53_22.228_2009-04-12T09_57_39.582.npz,2400,6694,SHZ,IM,2.6
IM.NV03._2009-04-12T10_04_19.821_2009-04-12T10_08_37.469.npz,2400,6706,SHZ,IM,1.6
IM.NV03._2009-04-12T10_07_50.765_2009-04-12T10_12_08.166.npz,2400,6696,SHZ,IM,2.9
IM.NV03._2009-04-12T10_47_30.373_2009-04-12T10_51_47.781.npz,2400,6697,SHZ,IM,2.2
IM.NV03._2009-04-12T12_09_43.848_2009-04-12T12_14_01.077.npz,2400,6690,SHZ,IM,2.8
IM.NV03._2009-04-12T12_45_26.942_2009-04-12T12_49_44.166.npz,2400,6689,SHZ,IM,2.6
IM.NV03._2009-04-12T15_34_08.879_2009-04-12T15_38_26.292.npz,2400,6696,SHZ,IM,2.1
IM.NV03._2009-04-12T15_56_57.373_2009-04-12T16_01_14.843.npz,2400,6699,SHZ,IM,2.2
IM.NV03._2009-04-12T16_51_01.131_2009-04-12T16_55_18.647.npz,2400,6700,SHZ,IM,2.4
IM.NV03._2009-04-12T17_00_24.159_2009-04-12T17_05_15.152.npz,24,5664,SHZ,IM,2.8
IM.NV03._2009-04-12T19_56_52.357_2009-04-12T20_01_09.875.npz,2400,6701,SHZ,IM,2.0
IM.NV03._2009-04-13T00_17_47.849_2009-04-13T00_22_05.360.npz,2400,6701,SHZ,IM,2.1
IM.NV03._2009-04-13T00_30_23.081_2009-04-13T00_34_40.779.npz,2400,6708,SHZ,IM,2.4
IM.NV03._2009-04-13T00_55_33.290_2009-04-13T00_59_50.932.npz,2400,6706,SHZ,IM,1.4
IM.NV03._2009-04-13T02_27_17.074_2009-04-13T02_31_34.244.npz,2400,6687,SHZ,IM,2.4
IM.NV03._2009-04-13T03_14_11.847_2009-04-13T03_19_03.913.npz,813,6496,SHZ,IM,3.7
IM.NV03._2009-04-13T03_35_46.978_2009-04-13T03_40_38.908.npz,29,5706,SHZ,IM,3.4
IM.NV03._2009-04-13T03_46_51.999_2009-04-13T03_51_31.911.npz,611,5808,SHZ,IM,2.6
IM.NV03._2009-04-13T10_25_24.059_2009-04-13T10_29_40.959.npz,2400,6676,SHZ,IM,2.2
IM.NV03._2009-04-13T10_41_25.291_2009-04-13T10_45_44.801.npz,2400,6781,SHZ,IM,1.2
IM.NV03._2009-04-13T10_54_20.061_2009-04-13T10_58_37.601.npz,2400,6702,SHZ,IM,2.1
IM.NV03._2009-04-13T13_23_16.444_2009-04-13T13_27_21.998.npz,2400,6222,SHZ,IM,2.3
IM.NV03._2009-04-13T16_49_06.840_2009-04-13T16_53_24.442.npz,2400,6704,SHZ,IM,2.0
IM.NV03._2009-04-13T17_28_47.067_2009-04-13T17_33_05.568.npz,2400,6740,SHZ,IM,2.2
IM.NV03._2009-04-13T19_46_47.928_2009-04-13T19_52_33.019.npz,376,8179,SHZ,IM,2.9
IM.NV03._2009-04-13T20_06_01.274_2009-04-13T20_10_18.443.npz,2400,6687,SHZ,IM,2.2
IM.NV03._2009-04-13T20_26_44.720_2009-04-13T20_31_02.005.npz,2400,6692,SHZ,IM,2.1
IM.NV03._2009-04-13T20_46_48.052_2009-04-13T20_52_13.639.npz,137,7160,SHZ,IM,3.2
IM.NV03._2009-04-13T20_47_15.065_2009-04-13T20_51_32.307.npz,2400,6690,SHZ,IM,2.5
IM.NV03._2009-04-13T22_03_26.420_2009-04-13T22_07_43.945.npz,2400,6701,SHZ,IM,2.0
IM.NV03._2009-04-14T01_50_51.571_2009-04-14T01_55_12.771.npz,2400,6848,SHZ,IM,1.9
IM.NV03._2009-04-14T02_57_46.277_2009-04-14T03_02_03.847.npz,2400,6702,SHZ,IM,1.9
IM.NV03._2009-04-14T10_11_35.680_2009-04-14T10_15_33.706.npz,2400,5921,SHZ,IM,2.6
IM.NV03._2009-04-14T12_24_14.090_2009-04-14T12_28_46.625.npz,2400,7302,SHZ,IM,2.6
IM.NV03._2009-04-14T12_43_02.272_2009-04-14T12_46_14.496.npz,3600,6133,SHZ,IM,3.1
IM.NV03._2009-04-14T19_58_52.702_2009-04-14T20_03_06.238.npz,2400,6541,SHZ,IM,2.9
IM.NV03._2009-04-14T23_23_07.433_2009-04-14T23_26_43.860.npz,49,4034,SHZ,IM,2.5
IM.NV03._2009-04-15T00_24_39.346_2009-04-15T00_28_56.812.npz,2400,6699,SHZ,IM,2.3
IM.NV03._2009-04-15T07_06_04.929_2009-04-15T07_10_22.398.npz,2400,6698,SHZ,IM,2.3
IM.NV03._2009-04-15T10_43_29.625_2009-04-15T10_48_43.477.npz,109,6664,SHZ,IM,3.4
IM.NV03._2009-04-15T14_42_02.377_2009-04-15T14_46_19.709.npz,2400,6693,SHZ,IM,2.4
IM.NV03._2009-04-15T17_25_17.070_2009-04-15T17_29_00.608.npz,207,4620,SHZ,IM,2.8
IM.NV04._2008-04-17T02_39_03.671_2008-04-17T02_43_20.078.npz,2400,6657,SHZ,IM,1.6
IM.NV04._2008-04-17T04_16_15.838_2008-04-17T04_20_32.854.npz,2400,6681,SHZ,IM,1.7
IM.NV04._2008-04-17T04_45_33.548_2008-04-17T04_49_50.541.npz,2400,6680,SHZ,IM,1.7
IM.NV04._2008-04-18T03_25_40.506_2008-04-18T03_29_39.731.npz,2400,5969,SHZ,IM,3.2
IM.NV04._2008-04-18T10_57_46.435_2008-04-18T11_01_32.569.npz,2400,5445,SHZ,IM,2.6
IM.NV04._2008-04-18T12_53_01.493_2008-04-18T12_57_18.076.npz,2400,6664,SHZ,IM,2.2
IM.NV04._2008-04-18T15_04_41.805_2008-04-18T15_08_58.540.npz,2400,6669,SHZ,IM,1.7
IM.NV04._2008-04-19T04_59_29.339_2008-04-19T05_03_47.624.npz,2400,6731,SHZ,IM,2.3
IM.NV04._2008-04-19T06_23_57.773_2008-04-19T06_28_18.479.npz,2400,6829,SHZ,IM,1.9
IM.NV04._2008-04-19T13_07_56.551_2008-04-19T13_12_16.188.npz,2400,6785,SHZ,IM,2.0
IM.NV04._2008-04-20T06_52_44.824_2008-04-20T06_57_51.450.npz,346,6612,SHZ,IM,2.2
IM.NV04._2008-04-20T15_23_20.864_2008-04-20T15_27_37.991.npz,2400,6685,SHZ,IM,1.9
IM.NV04._2008-04-20T18_19_07.984_2008-04-20T18_24_38.925.npz,159,7397,SHZ,IM,2.1
IM.NV04._2008-04-20T22_18_16.519_2008-04-20T22_22_17.815.npz,2400,6052,SHZ,IM,2.5
IM.NV04._2008-04-21T10_04_22.573_2008-04-21T10_10_07.857.npz,328,8140,SHZ,IM,2.8
IM.NV04._2008-04-21T14_17_02.332_2008-04-21T14_21_19.596.npz,2400,6690,SHZ,IM,4.8
IM.NV04._2008-04-21T14_23_11.973_2008-04-21T14_27_29.779.npz,2400,6713,SHZ,IM,2.1
IM.NV04._2008-04-21T18_20_40.006_2008-04-21T18_25_33.824.npz,523,6275,SHZ,IM,2.3
IM.NV04._2008-04-21T18_42_03.813_2008-04-21T18_46_57.227.npz,92,5829,SHZ,IM,2.9
IM.NV04._2008-04-21T19_13_40.587_2008-04-21T19_17_03.470.npz,3600,6772,SHZ,IM,3.1
IM.NV04._2008-04-21T21_06_12.076_2008-04-21T21_10_32.210.npz,2400,6805,SHZ,IM,1.9
IM.NV04._2008-04-21T22_01_09.656_2008-04-21T22_05_11.468.npz,2400,6072,SHZ,IM,4.0
IM.NV04._2008-04-21T22_57_43.100_2008-04-21T23_01_43.502.npz,2400,6017,SHZ,IM,2.9
IM.NV04._2008-04-21T23_47_23.212_2008-04-21T23_51_38.510.npz,2400,6612,SHZ,IM,2.5
IM.NV04._2008-04-22T00_42_24.995_2008-04-22T00_46_42.676.npz,2400,6708,SHZ,IM,2.1
IM.NV04._2008-04-22T02_27_09.293_2008-04-22T02_32_48.682.npz,330,7906,SHZ,IM,2.7
IM.NV04._2008-04-22T03_17_59.571_2008-04-22T03_22_30.566.npz,2400,7240,SHZ,IM,4.1
IM.NV04._2008-04-22T03_59_42.902_2008-04-22T04_04_12.101.npz,865,5633,SHZ,IM,4.0
IM.NV04._2008-04-22T04_07_47.913_2008-04-22T04_12_17.694.npz,771,5562,SHZ,IM,3.8
IM.NV04._2008-04-22T05_36_14.150_2008-04-22T05_40_43.722.npz,2400,7183,SHZ,IM,3.9
IM.NV04._2008-04-22T05_59_01.850_2008-04-22T06_03_28.177.npz,775,5429,SHZ,IM,3.0
IM.NV04._2008-04-22T06_42_25.473_2008-04-22T06_46_54.150.npz,2400,7148,SHZ,IM,3.7
IM.NV04._2008-04-22T08_30_35.848_2008-04-22T08_35_01.919.npz,2400,7043,SHZ,IM,3.0
IM.NV04._2008-04-22T08_39_39.407_2008-04-22T08_44_07.123.npz,2400,7108,SHZ,IM,3.1
IM.NV04._2008-04-22T09_01_04.767_2008-04-22T09_05_33.597.npz,2400,7153,SHZ,IM,4.0
IM.NV04._2008-04-22T09_02_02.716_2008-04-22T09_06_28.690.npz,2400,7039,SHZ,IM,3.1
IM.NV04._2008-04-22T09_17_04.579_2008-04-22T09_21_33.394.npz,2400,7152,SHZ,IM,3.1
IM.NV04._2008-04-22T09_36_07.203_2008-04-22T09_40_35.290.npz,2400,7123,SHZ,IM,2.6
IM.NV04._2008-04-22T10_18_18.620_2008-04-22T10_22_46.482.npz,915,5630,SHZ,IM,3.4
IM.NV04._2008-04-22T10_30_04.420_2008-04-22T10_34_32.203.npz,2400,7112,SHZ,IM,2.8
IM.NV04._2008-04-22T10_32_20.395_2008-04-22T10_36_48.032.npz,2400,7106,SHZ,IM,3.2
IM.NV04._2008-04-22T10_33_42.568_2008-04-22T10_38_09.832.npz,2400,7091,SHZ,IM,2.9
IM.NV04._2008-04-22T11_12_37.490_2008-04-22T11_17_04.246.npz,2400,7070,SHZ,IM,3.1
IM.NV04._2008-04-22T14_38_47.481_2008-04-22T14_43_16.814.npz,2400,7173,SHZ,IM,2.8
IM.NV04._2008-04-22T15_23_42.162_2008-04-22T15_28_08.666.npz,2400,7060,SHZ,IM,2.7
IM.NV04._2008-04-22T15_54_58.551_2008-04-22T15_59_26.794.npz,2400,7129,SHZ,IM,3.8
IM.NV04._2008-04-22T17_00_07.301_2008-04-22T17_04_07.516.npz,2400,6008,SHZ,IM,2.6
IM.NV04._2008-04-22T17_53_24.686_2008-04-22T17_58_28.462.npz,947,7098,SHZ,IM,2.1
IM.NV04._2008-04-22T19_01_31.908_2008-04-22T19_05_32.054.npz,2400,6006,SHZ,IM,2.6
IM.NV04._2008-04-22T20_40_09.179_2008-04-22T20_43_55.423.npz,2400,5449,SHZ,IM,4.1
IM.NV04._2008-04-22T21_03_27.283_2008-04-22T21_08_51.588.npz,201,7173,SHZ,IM,2.1
IM.NV04._2008-04-22T23_49_23.516_2008-04-22T23_53_10.636.npz,2400,5485,SHZ,IM,3.0
IM.NV04._2008-04-23T00_24_58.935_2008-04-23T00_29_15.755.npz,2400,6673,SHZ,IM,1.6
IM.NV04._2008-04-23T00_53_42.469_2008-04-23T00_58_12.159.npz,648,5436,SHZ,IM,3.0
IM.NV04._2008-04-23T01_55_29.205_2008-04-23T01_59_16.292.npz,2400,5483,SHZ,IM,3.0
IM.NV04._2008-04-23T02_06_04.306_2008-04-23T02_09_11.609.npz,3600,5838,SHZ,IM,3.3
IM.NV04._2008-04-23T02_28_05.440_2008-04-23T02_32_22.344.npz,2400,6676,SHZ,IM,1.9
IM.NV04._2008-04-23T03_37_14.450_2008-04-23T03_41_29.025.npz,2400,6584,SHZ,IM,2.7
IM.NV04._2008-04-23T04_57_13.065_2008-04-23T05_02_35.108.npz,553,7435,SHZ,IM,2.7
IM.NV04._2008-04-23T09_30_37.822_2008-04-23T09_36_17.115.npz,966,8538,SHZ,IM,2.5
IM.NV04._2008-04-23T10_53_33.633_2008-04-23T10_57_52.574.npz,2400,6757,SHZ,IM,2.1
IM.NV04._2008-04-23T11_12_09.537_2008-04-23T11_16_26.437.npz,2400,6676,SHZ,IM,2.1
